date,count,shift1,rain,dust,temp,holiday,user,week,predict
2017-08-22,22687,18669.0,0.0,20.512820512820515,27.3,0.0,1415,1,23652.5859375
2017-08-23,11579,22687.0,31.5,23.33333333333333,27.2,0.0,665,2,9420.41015625
2017-08-24,13694,11579.0,14.0,23.461538461538463,26.5,0.0,794,3,14459.853515625
2017-08-25,22969,13694.0,0.0,29.384615384615394,25.3,0.0,1475,4,22051.21875
2017-08-26,24671,22969.0,0.0,28.43589743589743,24.2,0.0,2810,5,26264.443359375
2017-08-27,22419,24671.0,0.0,26.743589743589745,22.7,0.0,2657,6,22406.484375
2017-08-28,11869,22419.0,9.0,32.02564102564103,21.5,0.0,874,0,14257.6982421875
2017-08-29,27653,11869.0,0.0,20.53846153846154,19.5,0.0,2060,1,26971.86328125
2017-08-30,27229,27653.0,0.0,28.615384615384606,19.8,0.0,2044,2,28481.955078125
2017-08-31,27500,27229.0,0.0,40.769230769230774,22.2,0.0,2084,3,28923.134765625
2017-09-01,28644,27500.0,0.0,27.615384615384606,23.3,0.0,2547,4,31980.080078125
2017-09-02,29162,28644.0,0.0,30.179487179487186,23.8,0.0,3691,5,29558.513671875
2017-09-03,28741,29162.0,0.0,34.82051282051282,23.7,0.0,3880,6,28881.658203125
2017-09-04,28588,28741.0,0.0,32.02564102564103,24.6,0.0,2406,0,31513.263671875
2017-09-05,26894,28588.0,0.0,28.89743589743589,21.9,0.0,1784,1,27496.77734375
2017-09-06,14412,26894.0,2.0,31.66666666666667,20.6,0.0,982,2,18581.423828125
2017-09-08,29439,29280.0,0.0,53.948717948717956,24.3,0.0,2138,4,
2017-09-09,28899,29439.0,0.0,63.53846153846154,23.8,0.0,3160,5,
2017-09-10,22813,28899.0,0.5,54.97435897435897,23.0,0.0,2686,6,24664.490234375
2017-09-11,21210,22813.0,24.0,25.487179487179485,21.2,0.0,1619,0,21276.7578125
2017-09-12,29705,21210.0,0.0,29.28205128205128,22.1,0.0,2045,1,32097.705078125
2017-09-13,31250,29705.0,0.0,27.56410256410257,21.4,0.0,1984,2,29679.666015625
2017-09-14,31115,31250.0,0.0,31.384615384615394,22.4,0.0,2095,3,33829.9609375
2017-09-15,32381,31115.0,0.0,18.89743589743589,22.6,0.0,2541,4,35756.0859375
2017-09-16,34104,32381.0,0.0,12.82051282051282,22.0,0.0,3929,5,34538.5
2017-09-17,33587,34104.0,0.0,11.435897435897436,23.1,0.0,4260,6,34492.859375
2017-09-18,32918,33587.0,0.0,23.487179487179485,21.9,0.0,2390,0,34727.41796875
2017-09-19,23220,32918.0,8.0,67.15384615384616,22.6,0.0,1344,1,24292.66015625
2017-09-20,34011,23220.0,0.0,27.30769230769231,19.5,0.0,2180,2,32212.453125
2017-09-21,33109,34011.0,0.0,32.358974358974365,20.3,0.0,2131,3,36148.2421875
2017-09-22,34114,33109.0,0.0,35.56410256410256,20.6,0.0,2278,4,34518.07421875
2017-09-23,33524,34114.0,0.0,57.92307692307693,21.8,0.0,3369,5,32592.033203125
2017-09-24,30320,33524.0,0.0,67.25641025641025,22.4,0.0,3282,6,30227.54296875
2017-09-25,32636,30320.0,0.0,49.282051282051285,23.4,0.0,2071,0,35205.31640625
2017-09-26,30093,32636.0,0.0,50.33333333333334,25.1,0.0,1664,1,32763.216796875
2017-09-27,28175,30093.0,0.5,43.846153846153854,22.7,0.0,1533,2,28226.484375
2017-09-28,31462,28175.0,0.0,25.84615384615385,19.2,0.0,1637,3,30441.765625
2017-09-29,32872,31462.0,0.0,24.948717948717945,17.4,0.0,1903,4,34219.8828125
2017-09-30,33195,32872.0,0.0,38.641025641025635,20.0,0.0,3275,5,35188.6171875
2017-10-01,10634,33195.0,4.0,35.25641025641025,18.2,0.0,1230,6,15468.080078125
2017-10-02,28247,10634.0,1.5,22.102564102564106,22.0,1.0,3205,0,29417.166015625
2017-10-03,22250,28247.0,0.0,38.02564102564103,17.6,1.0,2639,1,27091.1015625
2017-10-04,19575,22250.0,0.0,23.461538461538463,16.7,1.0,3144,2,26353.4140625
2017-10-05,26463,19575.0,0.0,16.256410256410255,18.7,1.0,3463,3,25874.3984375
2017-10-06,22853,26463.0,0.5,13.051282051282053,18.9,1.0,2580,4,24878.91796875
2017-10-07,35917,22853.0,0.0,11.076923076923077,21.9,0.0,4673,5,36694.4375
2017-10-08,37200,35917.0,0.0,20.820512820512818,23.0,0.0,4880,6,36910.55078125
2017-10-09,39072,37200.0,0.0,27.657894736842106,22.5,1.0,4465,0,37772.07421875
2017-10-10,27441,39072.0,0.4,31.512820512820515,21.4,0.0,1702,1,31264.357421875
2017-10-11,19431,27441.0,20.0,12.794871794871796,15.5,0.0,1049,2,18208.45703125
2017-10-12,25816,19431.0,0.0,23.794871794871803,11.4,0.0,1035,3,26943.345703125
2017-10-13,28651,25816.0,0.0,30.64102564102564,12.8,0.0,1731,4,33626.56640625
2017-10-14,30106,28651.0,0.0,25.58974358974359,14.4,0.0,2453,5,28651.037109375
2017-10-15,31435,30106.0,0.0,24.64102564102564,15.8,0.0,2872,6,29421.34765625
2017-10-16,30232,31435.0,0.0,33.97435897435897,16.6,0.0,1508,0,32969.765625
2017-10-17,31232,30232.0,0.0,42.0,16.2,0.0,1562,1,34576.46875
2017-10-18,23880,31232.0,0.1,27.41025641025641,16.5,0.0,964,2,24629.55859375
2017-10-19,32008,23880.0,0.0,21.56410256410257,17.0,0.0,1508,3,31759.13671875
2017-10-20,32250,32008.0,0.0,34.51282051282051,17.0,0.0,1644,4,33610.64453125
2017-10-21,33126,32250.0,0.0,42.8974358974359,17.6,0.0,2566,5,31569.38671875
2017-10-22,28657,33126.0,0.0,27.948717948717945,16.3,0.0,2430,6,28658.32421875
2017-10-23,29072,28657.0,0.0,27.71794871794872,13.7,0.0,1358,0,32123.798828125
